"id"	"Lib151Humandendritic0hrLPSrep1_IP"	"Lib151Humandendritic0hrLPSrep2_IP"	"Lib151Humandendritic0hrLPSrep3_IP"	"Lib151Humandendritic3hrLPSrep1_IP"	"Lib151Humandendritic3hrLPSrep2_IP"	"Lib151Humandendritic3hrLPSrep3_IP"	"Lib151Humandendritic6hrLPSrep1_IP"	"Lib151Humandendritic6hrLPSrep2_IP"	"Lib151Humandendritic6hrLPSrep3_IP"	"geneSymbol"	"name"	"desc"	"txLength"
26962	0	0	0	0	0	0	0	0	0	"AK015891"	"uc009qzq.1"	"Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4930524O08 product:unclassifiable, full insert sequence."	1451
26963	2	3	2	0	1.14	1	0	2	0	"Rasgrf1"	"uc009qzt.1"	"ras-specific guanine nucleotide-releasing factor"	4228
26964	8756	8860	10461	5493.98	5296.99	4735	5259	6495.99	5551	"Ctsh"	"uc012gyf.1"	"cathepsin H preproprotein"	1623
26965	4462.73	4420.65	4781.91	3439	3562	3267.81	3897.72	3922.59	3771	"Morf4l1"	"uc009qzw.2"	"mortality factor 4-like protein 1 isoform a"	1983
26966	5	6	4	2	1	3	0	2	3	"Adamts7"	"uc009rab.1"	"A disintegrin and metalloproteinase with"	5346
26967	2045	1622	1741	1122	1141.67	1057.44	715.08	696	706	"Tbc1d2b"	"uc009rac.1"	"TBC1 domain family member 2B"	5934
26968	0	0	0	0	0	0	0	0	0	"AK043331"	"uc009rae.1"	"Mus musculus 7 days neonate cerebellum cDNA, RIKEN full-length enriched library, clone:A730085P08 product:unclassifiable, full insert sequence."	1159
26969	0	0	0.94	0.07	5.09	7	0	1.06	0	"Zic1"	"uc009rag.1"	"zinc finger protein ZIC 1"	3350
26970	0	0	0	0	0	0	0	0	0	"Zic4"	"uc009rai.1"	"zinc finger protein ZIC 4"	4088
26971	0	0	0	0	0	0	0	0	0	"Plscr5"	"uc012gyj.1"	"phospholipid scramblase family member 5"	1117
26972	585	660	775	1858	1967	1735	510	691	603	"Plscr1"	"uc009ram.2"	"phospholipid scramblase 1"	2141
26973	0	1	0	4	6	2	0	0	1	"Plscr2"	"uc009rao.2"	"phospholipid scramblase 2"	1895
26974	0	0	0	1	0	1	1	0	0	"1700057G04Rik"	"uc009raq.1"	"hypothetical protein LOC78459"	1052
26975	22	38	40	19	16	14	10	12	11	"Plscr4"	"uc009ras.1"	"phospholipid scramblase 4"	3259
26976	0	1	0	4	14	7	8	4	7	"B430319G15Rik"	"uc009rat.2"	"Mus musculus 13 days embryo stomach cDNA, RIKEN full-length enriched library, clone:D530025C14 product:inferred: procollagen lysine, 2-oxoglutarate 5-dioxygenase 2 / lysyl hydroxylase 2 [Mus musculus], full insert sequence."	4069
26977	7	9	10	143	180	154	274	216	171	"Plod2"	"uc009rav.2"	"procollagen-lysine,2-oxoglutarate 5-dioxygenase"	3711
26978	0	0	0	0	0	0	0	0	0	"AK018841"	"uc009raw.1"	"Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:1700034K08 product:unclassifiable, full insert sequence."	608
26979	152	144	179	51	39	45	107	78	74	"1190002N15Rik"	"uc009rax.1"	"Golgi protein GoPro49"	3950
26980	114	98	109	60	60	60	12	17	12	"Slc9a9"	"uc009ray.2"	"sodium/hydrogen exchanger 9"	3492
26981	0	1	0	0	4.11	1.02	0	2.02	2.28	"Chst2"	"uc009raz.2"	"carbohydrate sulfotransferase 2"	6242
26982	1015	896	970	852	943	833	754	633	690	"2610101N10Rik"	"uc009rbb.2"	"U2-associated protein SR140 1"	7736
26983	1	0	0	1	0	0	0	1	0	"Paqr9"	"uc009rbf.1"	"progestin and adipoQ receptor family member 9"	2305
26984	0	0	0	0	0	0	0	1	0	"Pcolce2"	"uc009rbg.1"	"procollagen C-endopeptidase enhancer 2"	1866
26985	0	0	0	0	0	1	0	0	0	"Trpc1"	"uc009rbh.1"	"short transient receptor potential channel 1"	3012
26986	0	0	0	0	0	0	1	1	0	"Pls1"	"uc009rbk.2"	"plastin-1"	3697
26987	0	0	2	0	4	7	5	3	3	"1700065D16Rik"	"uc009rbm.1"	"hypothetical protein LOC73410"	2771
26988	181	187	208.34	101.04	114.42	96.2	97.87	83.93	104.66	"Atr"	"uc012gyn.1"	"serine/threonine-protein kinase ATR"	8074
26989	0	1	1	1	0	0	0	1	1	"AK166469"	"uc009rbs.1"	"Mus musculus 0 day neonate thymus cDNA, RIKEN full-length enriched library, clone:A430091A16 product:unclassifiable, full insert sequence."	2301
26990	182	142	163	577	608.01	456	658	503	414	"Xrn1"	"uc009rbx.1"	"5'-3' exoribonuclease 1"	5501
26991	49.52	39.95	42.26	27.04	36.41	29.94	27.87	17.78	28.16	"Gk5"	"uc009rca.1"	"putative glycerol kinase 5"	2746
26992	266.02	156	156	34	25	28	27.67	19	42	"Tfdp2"	"uc009rcd.2"	"transcription factor Dp-2 isoform A"	7384
26993	2401.36	1995	1992	3586	3044	2532	4024	3297	3342	"Atp1b3"	"uc009rck.1"	"sodium/potassium-transporting ATPase subunit"	1830
26994	7	5	6	1	1	0	4	2	4	"BC043934"	"uc012gyp.1"	"Mus musculus 9 days embryo whole body cDNA, RIKEN full-length enriched library, clone:D030022H06 product:hypothetical protein, full insert sequence."	2257
26995	688	745	824	349	368	305.98	364	325	351	"Rnf7"	"uc009rcm.1"	"RING-box protein 2"	1132
26996	181.26	209	197	585.11	485.08	442.04	255.04	258.06	227.19	"Rasa2"	"uc009rcn.1"	"ras GTPase-activating protein 2"	5699
26997	290	204	178	53	92	108	89	72	104	"Zbtb38"	"uc009rcr.1"	"zinc finger and BTB domain containing 38"	4158
26998	0	0	0	0	0	0	0	0	0	"AK089981"	"uc009rct.1"	"Mus musculus 7 days embryo whole body cDNA, RIKEN full-length enriched library, clone:C430002N11 product:unclassifiable, full insert sequence."	1029
26999	136	132	122	39	42	34	17	15	47	"Acpl2"	"uc009rcu.1"	"acid phosphatase-like protein 2 precursor"	3120
27000	187	127	137.47	83	60	46	131	106	120	"Spsb4"	"uc009rcx.1"	"SPRY domain-containing SOCS box protein 4"	2232
27001	0	1	0	1	0.28	0	0	0	0	"AK085341"	"uc009rcz.1"	"Mus musculus 0 day neonate kidney cDNA, RIKEN full-length enriched library, clone:D630013L23 product:unclassifiable, full insert sequence."	3746
27002	419	333	408.47	163	165	103	174	166	159	"Slc25a36"	"uc009rdb.1"	"solute carrier family 25 member 36"	3061
27003	0	0	0	0	0	0	0	0	0	"Trim42"	"uc009rdc.1"	"tripartite motif-containing protein 42"	2463
27004	1.41	0	0	3	0	1	1.06	2.95	0	"Clstn2"	"uc009rdd.1"	"calsyntenin-2 precursor"	4351
27005	0	0	0	0	0	0	0	0	0	"AK014999"	"uc009rdf.1"	"Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4921534H16 product:unclassifiable, full insert sequence."	1392
27006	104	94	87	33	37	41	45	51.49	42	"Nmnat3"	"uc009rdh.1"	"nicotinamide mononucleotide adenylyltransferase"	2160
27007	3	5.3	1	3	5.01	6	0	3	1	"Rbp1"	"uc009rdj.1"	"retinol-binding protein 1"	2627
27008	0	0	0	0	0	0	0	0	0	"Rbp2"	"uc009rdk.2"	"retinol-binding protein 2"	672
27009	2	8	7	2	1	1	1	4	4	"4930579K19Rik"	"uc012gyt.1"	"Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4930579K19 product:unclassifiable, full insert sequence."	1152
27010	1546	1590.97	1713	1240	1202	976	1401	1195	1128	"Copb2"	"uc009rdm.1"	"coatomer subunit beta'"	3043
27011	250	236	280	140	128	108	168	166	149	"Mrps22"	"uc009rdn.2"	"28S ribosomal protein S22, mitochondrial"	1215
27012	0	0	0	0	0	0	0	0	0	"Prr23a"	"uc012gyu.1"	"proline rich 23A"	1059
27013	0	0	0	0	0	0	0	0	0	"Gm6406"	"uc012gyv.1"	"hypothetical protein LOC623186"	762
27014	0	0	0	0	0	0	0	0	0	"2410012M07Rik"	"uc012gyw.1"	"proline-rich protein 23"	1814
27015	0	0	0	0	0	0	0	0	0	"7420426K07Rik"	"uc009rdp.1"	"hypothetical protein LOC546157"	1504
27016	0	0	0	0	0	1.28	0	1	1	"Foxl2os"	"uc009rdq.2"	"Mus musculus 2 days pregnant adult female ovary cDNA, RIKEN full-length enriched library, clone:E330015D05 product:hypothetical protein, full insert sequence."	3732
27017	0	0	0	0	0	1	0	0	0	"Foxl2"	"uc009rdr.2"	"forkhead box protein L2"	2520
27018	290	312	312.14	153	170	183	234	259	238	"Faim"	"uc012gyx.1"	"fas apoptotic inhibitory molecule 1 Faim-L"	1074
27019	0	0	1	1	0	1	2	2	2	"Gm1123"	"uc009rdu.1"	"coxsackie adenovirus receptor-like"	1337
27020	950.96	904	993.93	1733.06	1489.88	1201	1361	1122	1168.94	"Pik3cb"	"uc009rdv.2"	"phosphatidylinositol-4,5-bisphosphate 3-kinase"	4854
27021	221	262	236	109	106	85	100	102	115	"Cep70"	"uc009rdz.1"	"centrosomal protein of 70 kDa"	2579
27022	0	0	0	0	0	0	0	0	0	"AK015183"	"uc009rea.1"	"Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4930422M22 product:unclassifiable, full insert sequence."	946
27023	205	152	145	26	37	37	17	31	49	"Esyt3"	"uc009reb.1"	"extended synaptotagmin-3"	4491
27024	1478	1054	1117	222	256	236	258	246	371	"Mras"	"uc009rec.1"	"ras-related protein M-Ras precursor"	4032
27025	0	0	0	0	0	0	0	0	0	"Txndc6"	"uc012gza.1"	"thioredoxin domain-containing protein 6"	792
27026	1	3	3	0	1	0	0	0	2	"1600029I14Rik"	"uc009ree.1"	"SubName: Full=Putative uncharacterized protein;"	864
27027	385.34	330.91	310.03	697.72	730.17	654.21	655.3	557.16	493.58	"Armc8"	"uc009ref.2"	"armadillo repeat-containing protein 8 isoform 1"	4628
27028	336.09	323	308.06	256	278.06	230	205	185	151	"Dbr1"	"uc009rei.1"	"lariat debranching enzyme"	2103
27029	0	0	0	0	0	0	0	0	0	"A4gnt"	"uc009rej.2"	"alpha-1,4-N-acetylglucosaminyltransferase"	2757
27030	0	1	1	0	0	0	0	0	0	"Dzip1l"	"uc009rem.1"	"zinc finger protein DZIP1L"	3928
27031	0	0	0	0	0	0	0	0	0	"Cldn18"	"uc009rep.2"	"claudin-18 isoform A1.1"	2836
27032	0	0	0	0	0	0	0	0	0	"Sox14"	"uc012gzb.1"	"transcription factor SOX-14"	2065
27033	0	0	0	0	0	0	0	0	0	"AK076865"	"uc009ret.1"	"Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4930519F24 product:unclassifiable, full insert sequence."	577
27034	209	260	265	1126	967	936	592	510	436	"Il20rb"	"uc012gzd.1"	"interleukin 20 receptor beta precursor"	2478
27035	659	650	833	1108	831	658	612	656	547	"Nck1"	"uc009rex.1"	"non-catalytic region of tyrosine kinase adaptor"	1685
27036	0	1	1	16	9	8	5	5	6	"Tmem22"	"uc012gze.1"	"transmembrane protein 22"	1585
27037	534	475.92	534	398	402.03	324	636.19	483	443	"Stag1"	"uc009rfa.1"	"cohesin subunit SA-1"	6010
27038	401	383	389	213	230	214	90	87	117	"Pccb"	"uc009rfc.1"	"propionyl-CoA carboxylase beta chain,"	2291
27039	432	360	326	331	301	278	320	244	275	"Msl2"	"uc009rff.2"	"male-specific lethal 2 homolog"	4923
27040	62.69	88.67	91.04	33.78	29.68	20.46	37.75	24.67	28.06	"Ppp2r3a"	"uc009rfh.2"	"protein phosphatase 2, regulatory subunit B'',"	6917
27041	0	0	0	0	1	0	0	0	0	"AK043886"	"uc009rfl.1"	"Mus musculus 10 days neonate cortex cDNA, RIKEN full-length enriched library, clone:A830046H06 product:unclassifiable, full insert sequence."	1540
27042	0	0	0	0	0	0	0	0	0	"AK043163"	"uc009rfm.1"	"Mus musculus 7 days neonate cerebellum cDNA, RIKEN full-length enriched library, clone:A730062F15 product:unclassifiable, full insert sequence."	787
27043	0	0	0	0	0	1	0	0	0	"Ephb1"	"uc009rfn.2"	"ephrin type-B receptor 1 isoform 1"	4667
27044	2	3	2	0	2	1	2	2	0	"Ky"	"uc009rfp.1"	"kyphoscoliosis peptidase"	5449
27045	189.65	209	164.3	88.21	156.82	135.05	124	111.03	127	"Cep63"	"uc009rfr.1"	"centrosomal protein of 63 kDa"	2696
27046	436	439	465	284	322	374	280	354	349	"Anapc13"	"uc009rft.2"	"anaphase-promoting complex subunit 13"	408
27047	0	0	0	0	0	0	0	0	0	"AK015953"	"uc009rfv.1"	"Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4930533D04 product:unclassifiable, full insert sequence."	788
27048	8.03	7	7	31	32.01	35	30.99	19.87	15	"Amotl2"	"uc009rfx.1"	"angiomotin-like protein 2"	4191
27049	0	0	0	0	0	0	0	0	0	"EG434510"	"uc009rfz.1"	"Mus musculus 3 days neonate thymus cDNA, RIKEN full-length enriched library, clone:A630043H10 product:hypothetical protein, full insert sequence."	931
27050	18	18	6	3	14	7	9	8	5	"Ryk"	"uc009rga.1"	"tyrosine-protein kinase RYK isoform 1"	3267
27051	3.01	4.16	7	3.02	4.01	2	5	9.16	9	"Slco2a1"	"uc009rgd.1"	"solute carrier organic anion transporter family"	5192
27052	61	54.08	42	14	23.89	12.01	11.13	14.01	11.01	"Rab6b"	"uc009rgf.1"	"ras-related protein Rab-6B"	4734
27053	860	710	725	460	446.09	396	656	522	465	"Srprb"	"uc009rgg.1"	"signal recognition particle receptor subunit"	2991
27054	14416.84	12348.23	12663.02	8372.83	9963.58	8996.74	7970.22	7620.46	8631.79	"Trf"	"uc009rgj.1"	"serotransferrin precursor"	2332
27055	0	0	0	0	0	1	1	0	0	"1300017J02Rik"	"uc009rgk.1"	"inhibitor of carbonic anhydrase"	2275
27056	1680.76	1280.04	1260.7	514.54	557.1	478.08	603.31	488.13	580.19	"Topbp1"	"uc009rgl.1"	"DNA topoisomerase 2-binding protein 1"	5111
27057	2826.47	2343.11	2478.21	3784.18	3838.13	3686.19	3026.43	2367.78	2073.52	"Cdv3"	"uc009rgp.1"	"protein CDV3 isoform b"	3319
27058	0	0	1	0	0	1	0	0	0	"AK134047"	"uc009rgt.1"	"Mus musculus 0 day neonate thymus cDNA, RIKEN full-length enriched library, clone:A430097F07 product:unclassifiable, full insert sequence."	2178
27059	3	1	6	0	1	1	0	0	0	"Bfsp2"	"uc009rgv.1"	"phakinin"	1570
27060	0	0	0	0	0	0	0	2	0	"AK076831"	"uc009rgw.1"	"Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4930503K07 product:unclassifiable, full insert sequence."	852
27061	2	2	0	0	0	0	0	1	0	"Tmem108"	"uc009rgy.2"	"transmembrane protein 108 precursor"	3692
27062	0	0	0	0	0	0	0	0	0	"AK131742"	"uc009rha.1"	"Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:1700055L12 product:unclassifiable, full insert sequence."	774
27063	379	323	377.25	128	154.01	118	194.96	146.01	141	"Nphp3"	"uc012gzj.1"	"nephrocystin-3 isoform a"	5894
27064	599	602	625.91	452	447	410	659	642	537.46	"Uba5"	"uc009rhf.2"	"ubiquitin-like modifier-activating enzyme 5"	2402
27065	0	0.99	0	0	0	0	0	0	0	"Ccrl1"	"uc009rhi.2"	"C-C chemokine receptor type 11"	2109
27066	1341	925	968	2072	2160	1852	2678	1849	1728	"Dnajc13"	"uc012gzk.1"	"DnaJ (Hsp40) homolog, subfamily C, member 13"	7697
27067	1981.53	1657.53	1754.48	6256.99	5856.25	5169.45	11902.85	11712.68	9168.1	"Acpp"	"uc009rhl.1"	"prostatic acid phosphatase long isoform"	4488
27068	0	0	0	0	0	0	0	0	0	"AK033064"	"uc009rhp.1"	"Mus musculus adult male eyeball cDNA, RIKEN full-length enriched library, clone:7530432C23 product:unclassifiable, full insert sequence."	409
27069	0	0	0	0	0	0	0	0	0	"Mir2136"	"uc012gzl.1"	"Mus musculus microRNA 2136 (Mir2136), microRNA."	75
27070	0	0	0	0	0	0	0	0	0	"Cpne4"	"uc009rhr.1"	"copine-4"	3654
27071	618	638	675	480	405	355	381	401	380	"Mrpl3"	"uc009rht.1"	"39S ribosomal protein L3, mitochondrial"	1531
27072	196	184	205.92	75	79	77	161.99	140	137	"Nudt16"	"uc009rhw.1"	"U8 snoRNA-decapping enzyme"	1606
27073	0	0	0	0	0	0	0	0	0	"1700080E11Rik"	"uc012gzn.1"	"hypothetical protein LOC73532"	871
27074	0	0	0	0	0	0	1	1	0	"Nek11"	"uc009rhy.2"	"serine/threonine-protein kinase Nek11"	2625
27075	75	59	55	74	66	54	31	37	48	"Aste1"	"uc009ric.2"	"protein asteroid homolog 1 isoform 1"	2753
27076	858	708	780	717	554	476	527	389	413	"Atp2c1"	"uc009rif.2"	"calcium-transporting ATPase type 2C member 1"	4856
27077	570	392	458	223.99	277	261	389	318	312	"Pik3r4"	"uc009rip.1"	"phosphoinositide 3-kinase regulatory subunit 4"	4884
27078	0	0	0	0	0	0	0	0	0	"AK214371"	"uc009rir.1"	"Mus musculus cDNA, clone:Y1G0149N19, strand:unspecified."	180
27079	0	0	0	0	0	2	0	0	0	"Col6a6"	"uc009ris.1"	"collagen alpha-6(VI) chain isoform 1"	7098
27080	0	0	1	0	2	0	0	2	0	"Gm7455"	"uc009riv.2"	"collagen alpha-5(VI) chain precursor"	9294
27081	0	0	0	2	0	1	0	0	1	"Col6a4"	"uc012gzq.1"	"collagen alpha-4(VI) chain precursor"	7439
27082	0	0	2	0	2	0	0	0	0	"AK051019"	"uc009riy.1"	"Mus musculus 9 days embryo whole body cDNA, RIKEN full-length enriched library, clone:D030055H07 product:unclassifiable, full insert sequence."	2712
27083	23.01	21	25	7.02	16	12	19	17	19	"Glyctk"	"uc009riz.1"	"glycerate kinase"	4090
27084	0	0	0	0	0	0	0	0	0	"Mir135a-1"	"uc009rjb.2"	"Mus musculus microRNA 135a-1 (Mir135a-1), microRNA."	90
27085	939	682	626	405	367	322	428	311	409	"Wdr82"	"uc009rjc.1"	"WD repeat-containing protein 82"	4313
27086	0	0	0	0	0	0	0	0	0	"Mirlet7g"	"uc012gzr.1"	"Mus musculus microRNA let7g (Mirlet7g), microRNA."	88
27087	1190	909.99	1097	329	361	347	277.93	255	335	"Ppm1m"	"uc012gzs.1"	"protein phosphatase 1M isoform 1"	1802
27088	3262	2279	2382	759	777	786	888	889	1073	"Twf2"	"uc009rjf.1"	"twinfilin-2"	1594
27089	259	117	138	191	298	244	569	360	393	"Tlr9"	"uc009rjh.1"	"toll-like receptor 9 precursor"	3471
27090	18347	20268.97	20856.99	28351.99	26756	25774.02	23612.98	24891	21294	"Alas1"	"uc012gzt.1"	"5-aminolevulinate synthase, nonspecific,"	2702
27091	251	194	180.28	83	88	86	52	65	105	"Poc1a"	"uc009rjk.2"	"POC1 centriolar protein homolog A"	1707
27092	519	363	311	65	89	66.14	108	110	156	"Dusp7"	"uc009rjm.2"	"dual specificity protein phosphatase 7"	3212
27093	13359.84	9863.3	10659.2	9489.68	10749.78	12106.96	9480.75	9595.18	9610.43	"Rpl29"	"uc009rjo.1"	"60S ribosomal protein L29"	710
27094	342	306	307.73	158	184	196	62	65	102	"Acy1"	"uc009rjp.1"	"aminoacylase-1"	1431
27095	107	119	102	66	61	68	31	35	39	"Abhd14a"	"uc009rjr.2"	"abhydrolase domain-containing protein 14A"	1125
27096	154	114	138	45	36	31	18	26	25	"Abhd14b"	"uc009rjs.2"	"abhydrolase domain-containing protein 14B"	1475
27097	154	85	117	44	65	44	92	71	75	"Pcbp4"	"uc009rjt.2"	"poly(rC)-binding protein 4"	2019
27098	0	0	0	0	0	0	0	0	0	"Gpr62"	"uc012gzw.1"	"probable G-protein coupled receptor 62"	1981
27099	979	662	761	377	566	489.02	1780	1378	1102	"Parp3"	"uc009rjy.1"	"poly [ADP-ribose] polymerase 3"	2633
27100	357.64	344	337	203	263	302	162	133	158	"Rrp9"	"uc009rkb.1"	"U3 small nucleolar RNA-interacting protein 2"	1537
27101	0	0	0	0	0	0	0	0	0	"Iqcf1"	"uc009rkc.2"	"IQ domain-containing protein F1 isoform 1"	634
27102	0	0	0	0	0	0	0	0	0	"Iqcf5"	"uc009rkf.1"	"IQ domain-containing protein F5"	544
27103	0	0	0	0	0	0	0	0	0	"Iqcf3"	"uc009rkg.1"	"IQ domain-containing protein F3"	1122
27104	0	0	0	0	0	0	0	0	0	"Iqcf4"	"uc009rkh.1"	"IQ motif containing F4"	727
27105	0	0	0	0	0	0	0	0	0	"Iqcf6"	"uc012gzx.1"	"IQ domain-containing protein F6"	474
27106	0	0	0	0	0	0	0	0	0	"Grm2"	"uc012gzy.1"	"metabotropic glutamate receptor 2 precursor"	3322
27107	1277.99	981	1030	501	533	558	617	580	655.97	"Tex264"	"uc009rkn.1"	"testis expressed gene 264"	1430
27108	631.02	431.13	413.01	311.02	374.73	319.16	416.28	321.07	354.35	"Rad54l2"	"uc009rko.1"	"helicase ARIP4"	9326
27109	430.24	309.72	331.27	255.52	234.19	191.95	270.43	215.24	205.6	"Vprbp"	"uc009rkp.2"	"protein VPRBP"	5392
27110	484	341	290	228	243	231	234	215	227	"Rbm15b"	"uc012gzz.1"	"putative RNA-binding protein 15B"	3016
27111	2189	1859	1804	2387	1840	1922	3453	2996	2913	"Manf"	"uc009rku.1"	"mesencephalic astrocyte-derived neurotrophic"	2206
27112	2	1	2	0	0	0	0	0	1	"Dock3"	"uc009rkv.1"	"dedicator of cytokinesis protein 3"	9063
27113	3339	3147.02	3341	2004.94	1940	1694	1326	1314	1354	"Mapkapk3"	"uc009rky.1"	"MAP kinase-activated protein kinase 3"	2816
27114	3270	2585	2538.99	4338.89	4133	4007	3722	3095.18	3590	"Cish"	"uc009rlc.1"	"cytokine-inducible SH2-containing protein"	2161
27115	360	297	372	350	488	352	554	559	577.63	"Hemk1"	"uc009rle.2"	"hemK methyltransferase family member 1"	2194
27116	25	26	19	12	13	14	7	4	20	"6430571L13Rik"	"uc009rlg.1"	"hypothetical protein LOC235599"	2552
27117	19.01	14.01	15	5.01	12.18	13.03	1	1.01	5.02	"Cacna2d2"	"uc012haf.1"	"voltage-dependent calcium channel subunit"	5533
27118	744	598	657	409	365	366	526	482	447	"Tmem115"	"uc009rlk.1"	"transmembrane protein 115"	2177
27119	163	179	182	73	64	67	103	90	91	"Cyb561d2"	"uc009rll.1"	"cytochrome b561 domain-containing protein 2"	1782
27120	196	151	160	32	37	49	91	97	98	"Nprl2"	"uc009rln.2"	"nitrogen permease regulator 2-like protein"	1458
27121	1	2	0	0	0	0	0	0	0	"Zmynd10"	"uc009rlo.1"	"zinc finger MYND domain-containing protein 10"	1753
27122	766	658	709.96	479	528.12	524	663	522	605	"Rassf1"	"uc009rlq.1"	"ras association domain-containing protein 1"	1651
27123	0	0	0	0	0	0	0	0	0	"AK044848"	"uc009rlr.1"	"Mus musculus 9.5 days embryo parthenogenote cDNA, RIKEN full-length enriched library, clone:B130007O15 product:hypothetical protein, full insert sequence."	2011
27124	435	423	444	150	163	176	254	248	228	"Tusc2"	"uc009rls.1"	"tumor suppressor candidate 2"	1661
27125	246	198	232	44	51	56	141	123	102	"Hyal2"	"uc009rlu.1"	"hyaluronidase-2 precursor"	1849
27126	23.44	34.74	29.58	5.91	10.84	6.65	16.4	19.41	17.67	"Hyal1"	"uc009rlv.1"	"hyaluronidase-1 precursor"	2977
27127	257.18	193.34	200.42	142.2	195.8	198.06	337.59	322.48	352.13	"Nat6"	"uc009rmb.1"	"N-acetyltransferase 6"	3068
27128	4.76	5.51	5.32	7.15	16.2	15.72	5.93	3.09	11.7	"Hyal3"	"uc009rmc.2"	"hyaluronidase-3 precursor"	1830
27129	281	285	272	89	104	116	65	25	71	"Ifrd2"	"uc009rmd.1"	"interferon-related developmental regulator 2"	1980
27130	0	0	1	1	0	0	0	0	0	"BY080835"	"uc009rme.1"	"hypothetical LOC434436"	1143
27131	1	0	0	0	1	0	1	0	0	"Sema3b"	"uc009rmf.1"	"semaphorin-3B"	3115
27132	0	0	0	0	0	0	0	0	0	"AK184121"	"uc009rmk.1"	"Mus musculus cDNA, clone:Y0G0104A12, strand:unspecified."	439
27133	24948.85	19305.96	20216	14518	18057.53	17179	15884	14938	15235.91	"Gnai2"	"uc009rml.1"	"guanine nucleotide-binding protein G(i) subunit"	2177
27134	0	0	0	0	0	0	0	0	0	"Slc38a3"	"uc009rmo.2"	"sodium-coupled neutral amino acid transporter 3"	2610
27135	0	0	0	0	0	0	0	0	0	"Gnat1"	"uc009rmr.1"	"guanine nucleotide-binding protein G(t) subunit"	2208
27136	3	0	0	0	0	0	1	0	0	"Sema3f"	"uc009rmu.1"	"semaphorin-3F"	3393
27137	1297	964	1018	920	1051	956	1200	1017	976	"Rbm5"	"uc009rmx.2"	"RNA-binding protein 5"	3087
27138	611.74	481.79	466.2	377.43	422	431.96	482.76	426.19	404.69	"Rbm6"	"uc012hal.1"	"RNA binding motif protein 6 isoform a"	3717
27139	327	206	235	65	111	104	219	195	236.27	"Mon1a"	"uc009rng.2"	"vacuolar fusion protein MON1 homolog A"	2095
27140	0	0	0	1	1	0	0	1	0	"Mst1r"	"uc009rni.1"	"macrophage-stimulating protein receptor"	4706
27141	0	0	0	0	0	0	0	0	0	"4921517D21Rik"	"uc009rnj.1"	"hypothetical protein LOC67722"	3993
27142	0	0	0	0	0	0	0	0	0	"Camkv"	"uc009rnk.1"	"caM kinase-like vesicle-associated protein"	3031
27143	169	170	179	44	66	58	43	62	64	"Traip"	"uc009rnn.1"	"TRAF-interacting protein"	2697
27144	791	536	659	1965.93	3224	2808.93	8670.37	7420.8	6339.22	"Uba7"	"uc009rno.1"	"ubiquitin-like modifier-activating enzyme 7"	3162
27145	0	0	0	1.08	0	0	0	2.19	0	"Cdh29"	"uc009rnu.2"	"cadherin-like 29"	1462
27146	21	21	18	12	22	12	9	23	20	"6230427J02Rik"	"uc009rnv.2"	"Inka1 protein"	1061
27147	5.26	0	1.06	2.72	5.82	1.63	2.22	0	1.77	"AK014951"	"uc009rnw.1"	"Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4921523L03 product:unclassifiable, full insert sequence."	1060
27148	0	0	0	0	0	0	3	2.06	2	"Cdhr4"	"uc012hap.1"	"cadherin-like 29"	1199
27149	1108.15	812.43	873.34	542.38	699.51	587.17	877.57	722.5	724.06	"Ip6k1"	"uc009roc.1"	"inositol hexakisphosphate kinase 1"	4412
27150	430	432	396	1074.04	1082	973	1197	1108	1011	"Gmppb"	"uc009rog.1"	"mannose-1-phosphate guanyltransferase beta"	1789
27151	632	437	468	264	371	338	444	329	348	"Rnf123"	"uc009roj.2"	"E3 ubiquitin-protein ligase RNF123"	4314
27152	49	34	60	156	182	172	124	103	128	"Amigo3"	"uc009rom.1"	"amphoterin-induced protein 3 precursor"	2543
27153	13	10	16	8	14	14	8	8	9	"Mst1"	"uc009ror.2"	"hepatocyte growth factor-like protein"	2286
27154	1053	845	1019	431.01	527	441	698	650	591	"Apeh"	"uc009rot.2"	"acylamino-acid-releasing enzyme"	2391
27155	122.06	91	86	13.63	7.94	9	13	6	15	"Bsn"	"uc009rov.1"	"protein bassoon"	15937
27156	0	1	0	0	0	0	0	0	0	"AK015404"	"uc009row.1"	"Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4930447F24 product:unclassifiable, full insert sequence."	1232
27157	954	581	612	226	287	255	452	317	343	"Dag1"	"uc009rox.1"	"dystroglycan precursor"	4415
27158	101	95	107	24	34	14	14	13	20	"Nicn1"	"uc009rpb.1"	"nicolin-1"	2103
27159	2	1	4	1	0	0	0	0	0	"Amt"	"uc009rpc.1"	"aminomethyltransferase, mitochondrial precursor"	1325
